Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
8240	-14486.5	-14435.1	-51.3366	0.1340699	0.116271	0.105683	0.0455945	0.153426	0.0253371	0.0781158	0.0591953	0.100579	0.0314219	0.0780697	0.121593	0.0888163	0.415761	0.0445709	0.0680147	0.237734	0.365104	0.060442	0.155325	0.129972	0.210881	0.349629	0.11482	0.0855863	0.0574874	0.223279	0.0669739	0.0722945	0.0647104	0.10271	0.0467043	0.0327384	0.102922	0.119793	0.129565	0.05307	0.139156	0.0856954	0.149398	0.177818	0.097424	0.114563	0.323391	0.23188	0.130359	0.311022	0.0494142	0.147019	0.158896	0.339262	0.201322	0.201997	0.20345	0.252878	0.0500118	0.282169	0.0879364	0.135932	0.237274	0.0720907	0.188671	0.102813	0.0569184	0.183076	0.0606103	0.288025	0.176884	0.101734	0.0396503	0.289812	0.0708814	0.106427	0.0172682	0.802978	0.0731187	0.0154945	0.136157	0.0867655	0.0683035	0.497504	0.0487034	0.143113	0.0648346	0.114176	0.0135412	0.198594	0.0266452	0.0653878	0.286031	0.0940338	0.338868	0.0594626	0.120023	0.0848493	0.0356527	0.408226	0.217084	1.63156	0.0329342	0.271465	0.124582	0.405555	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1631663	0.272742	0.2559	0.266745	0.204613	1.999886	0.6841468	0.1502575	-2.200692	0.7813936	0.6105759
8250	-14510.1	-14457.3	-52.7602	0.1340699	0.167107	0.108587	0.0468475	0.157642	0.0260334	0.0802625	0.060822	0.103343	0.0279697	0.080215	0.124934	0.091257	0.427186	0.0457957	0.0698838	0.244267	0.375137	0.0621029	0.159593	0.133544	0.216677	0.359237	0.117976	0.0879383	0.0451003	0.229415	0.0688144	0.0742811	0.350086	0.218399	0.0479878	0.0336381	0.026672	0.123085	0.133126	0.0545283	0.165103	0.0473616	0.153503	0.182704	0.100101	0.117711	0.332278	0.238252	0.133941	0.319569	0.0507721	0.151059	0.163262	0.348585	0.206855	0.207548	0.209041	0.259828	0.0513861	0.289924	0.109618	0.139668	0.2434	0.0740718	0.188644	0.10563	0.0584823	0.188107	0.102623	0.29594	0.181745	0.113845	0.121539	0.254489	0.0860554	0.0698628	0.0177428	0.163891	0.075128	0.0164295	0.139898	0.0891498	0.0701805	0.513807	0.046616	0.147045	0.0619761	0.101138	0.0173663	0.204051	0.0273774	0.0671846	0.293891	0.0966179	0.34818	0.0610967	0.123321	0.087181	0.0366325	0.419445	0.261203	1.67639	0.0414536	0.274222	0.205451	0.183363	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1638179	0.272742	0.2559	0.266745	0.204613	2.000959	0.6841468	0.1582791	-2.172633	0.8114645	0.6584746
8260	-14495	-14448.6	-46.3441	0.1340699	0.122663	0.0911839	0.0393393	0.132377	0.0218611	0.0673988	0.0510741	0.0867803	0.0234623	0.067359	0.104911	0.0766313	0.358721	0.0384561	0.0586836	0.205118	0.315014	0.0521497	0.134016	0.112141	0.18195	0.301662	0.0990678	0.0738445	0.0218994	0.192647	0.0252169	0.0623761	0.0289324	0.210125	0.0402968	0.0282469	0.749021	0.103358	0.11179	0.0457891	0.150565	0.142275	0.128901	0.153423	0.0840581	0.0988458	0.0582222	0.200067	0.112474	0.268352	0.0426349	0.126849	0.137096	0.292717	0.173702	0.174284	0.175538	0.218185	0.0431505	0.243458	0.127034	0.117283	0.20429	0.0510438	0.135742	0.0887066	0.0491095	0.157959	0.0232009	0.24851	0.152617	0.376764	0.10206	0.136168	0.186197	0.142203	0.0148991	0.566741	0.0630873	0.0155619	0.117477	0.0748618	0.0589327	0.429157	0.0270365	0.123478	0.0592737	0.0841876	0.0118671	0.171348	0.0229896	0.056417	0.246789	0.081133	0.292377	0.0513047	0.103556	0.0732085	0.0307614	0.35222	0.139756	1.40772	0.0415275	0.117374	0.123655	0.377227	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1479919	0.272742	0.2559	0.266745	0.204613	2.001938	0.6841468	0.1569435	-2.241453	0.8827047	0.7791675
8270	-14494.1	-14441.9	-52.1992	0.1340699	0.0622904	0.0998288	0.0430689	0.14508	0.0239337	0.0737888	0.0559163	0.0950078	0.0252861	0.0737452	0.114857	0.0838966	0.392731	0.042102	0.0642472	0.224565	0.34488	0.0570939	0.146721	0.122773	0.1992	0.330262	0.10846	0.0808455	0.0266249	0.210911	0.0276076	0.0682899	0.0735808	0.0811563	0.0441173	0.030925	0.175594	0.113158	0.122388	0.0501303	0.0484577	0.0174889	0.141122	0.167968	0.0920275	0.108217	0.0637422	0.219035	0.341209	0.293793	0.046677	0.138876	0.150094	0.320469	0.190171	0.190866	0.19218	0.238871	0.0472415	0.266539	0.0993334	0.128431	0.223577	0.0558832	0.156262	0.0970983	0.0537654	0.172935	0.361775	0.272071	0.166286	0.15925	0.111736	0.184485	0.135877	0.125998	0.0163117	0.615897	0.0690685	0.0201521	0.128615	0.0819593	0.06452	0.457118	0.0290656	0.135185	0.0760125	0.103722	0.0106047	0.187593	0.0251692	0.0618117	0.270187	0.088825	0.320097	0.0561689	0.113374	0.0839239	0.0336778	0.385614	0.17603	1.54118	0.0645813	0.273207	0.156594	0.466401	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1561524	0.272742	0.2559	0.266745	0.204613	1.999408	0.6841468	0.1758585	-2.239484	1.001407	1.002816
8280	-14488.9	-14444.8	-44.1587	0.1340699	0.132982	0.102463	0.0442055	0.148909	0.0245652	0.075736	0.0573919	0.097515	0.0253744	0.0756913	0.117888	0.0861105	0.403095	0.043213	0.0659427	0.230491	0.353981	0.0586006	0.150593	0.126012	0.204457	0.338978	0.111322	0.082979	0.034065	0.216477	0.0309418	0.070092	0.0494188	0.0834522	0.0452815	0.031741	0.111114	0.116144	0.125618	0.0514532	0.0417053	0.0856526	0.144846	0.172401	0.094456	0.190883	0.0654243	0.224816	0.350213	0.301546	0.0479088	0.14254	0.154055	0.0457613	0.195189	0.195903	0.197252	0.245174	0.133352	0.273573	0.0933367	0.131821	0.22963	0.0573579	0.109485	0.0996606	0.0551844	0.177498	0.0475657	0.279251	0.170674	0.178733	0.114684	0.129751	0.152619	0.137748	0.0167422	0.474935	0.0708911	0.0149916	0.132009	0.0841222	0.0662226	0.464392	0.0438055	0.138753	0.0725561	0.096189	0.0145709	0.192543	0.0258334	0.0634429	0.277317	0.091169	0.0530906	0.0576511	0.116366	0.0861386	0.0345665	0.39579	0.146827	1.58185	0.0436132	0.407556	0.0939735	0.595436	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1524048	0.272742	0.2559	0.266745	0.204613	2.000629	0.6841468	0.1450958	-2.24902	0.7983225	0.6373189
8290	-14507.6	-14453.3	-54.2593	0.1340699	0.0483652	0.104104	0.0449136	0.151294	0.0249587	0.0769492	0.190183	0.099077	0.0234721	0.0769037	0.119776	0.0874899	0.409552	0.0439052	0.0669989	0.234183	0.359651	0.0595393	0.153005	0.787225	0.207732	0.344408	0.113106	0.0843081	0.0616341	0.219945	0.0314375	0.0712148	0.0782413	0.120503	0.0460068	0.0322495	0.0279163	0.118004	0.12763	0.0522774	0.180492	0.244337	0.0641058	0.175162	0.095969	0.193941	0.0664722	0.228417	0.355823	0.306377	0.0486762	0.144824	0.156523	0.0464943	0.198316	0.199041	0.200411	0.249102	0.135488	0.277955	0.102205	0.133932	0.233213	0.0582766	0.156063	0.101257	0.0560684	0.180342	0.0722068	0.283724	0.173408	0.36908	0.116522	0.148787	0.102178	0.154087	0.0170103	0.559114	0.0720267	0.0135968	0.134123	0.0854696	0.0672834	0.476174	0.0429105	0.140975	0.079015	0.0893293	0.0135457	0.195628	0.0262472	0.0644591	0.281759	0.0926294	0.053941	0.0585746	0.11823	0.0875184	0.0351202	0.40213	0.0661179	1.89971	0.0430144	0.350198	0.163875	0.320467	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1662513	0.272742	0.2559	0.266745	0.204613	1.99942	0.6841468	0.1720621	-2.160667	0.8952844	0.8015341
8300	-14501.4	-14449.6	-51.8029	0.1340699	0.0406363	0.10814	0.0290745	0.157159	0.0259263	0.0353352	0.197557	0.102918	0.0247991	0.0798851	0.12442	0.0908817	0.425429	0.0456074	0.0695964	0.243262	0.373594	0.0618475	0.158937	0.817745	0.215785	0.35776	0.117491	0.0875766	0.0311975	0.228471	0.0326562	0.0739756	0.0200351	0.0615405	0.0477904	0.0334997	0.0311742	0.122579	0.132578	0.0543041	0.0237192	0.0215507	0.0665911	0.181953	0.0996896	0.201459	0.0690494	0.237272	0.369617	0.182392	0.0505633	0.150438	0.162591	0.0482968	0.206004	0.206758	0.20818	0.258759	0.140741	0.288731	0.177977	0.139125	0.242393	0.0605359	0.160908	0.105183	0.0582421	0.187333	0.0219131	0.294723	0.180131	0.0446118	0.121039	0.141387	0.105721	0.0813353	0.0176698	0.411092	0.074819	0.00907992	0.139323	0.0887832	0.0698918	0.490858	0.0434544	0.146441	0.0751558	0.0841137	0.00925131	0.203212	0.0272648	0.0669581	0.292682	0.0962205	0.0560323	0.0608454	0.122814	0.0909113	0.0364818	0.417719	0.100226	1.97336	0.0242555	0.300816	0.167115	0.270795	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1580953	0.272742	0.2559	0.266745	0.204613	2.000055	0.6841468	0.1610844	-2.297739	0.9715063	0.9438246
8310	-14513.2	-14450.1	-63.1021	0.1340699	0.0177373	0.107778	0.028977	0.156632	0.0258394	0.0352167	0.196894	0.102573	0.023514	0.0796172	0.124003	0.0905769	0.424003	0.0454544	0.069363	0.242447	0.372341	0.0616401	0.158404	0.815002	0.215062	0.35656	0.117097	0.0872829	0.0916492	0.227705	0.0325467	0.0737276	0.0325338	0.406615	0.0476301	0.0333874	0.0274112	0.122168	0.132134	0.378897	0.0405501	0.0258879	0.18477	0.181343	0.0993553	0.200784	0.0688176	0.236476	0.368378	0.18178	0.0503937	0.149934	0.162046	0.0481349	0.205313	0.206064	0.207482	0.257891	0.140269	0.287763	0.0870817	0.138658	0.241765	0.0603329	0.156439	0.10483	0.0580468	0.186705	0.0655564	0.293735	0.179527	0.0872817	0.120633	0.176155	0.0937009	0.154841	0.0176105	0.672554	0.0745681	0.00855555	0.138856	0.0884854	0.0696574	0.488164	0.0489122	0.145949	0.299932	0.101748	0.00735509	0.20253	0.0271734	0.0667335	0.291701	0.0958978	0.0558444	0.0606414	0.122402	0.0906064	0.0363594	0.416319	0.0540232	1.96674	0.045399	0.348789	0.111718	0.458206	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1733586	0.272742	0.2559	0.266745	0.204613	2.00006	0.6841468	0.1638277	-2.284149	0.9748937	0.9504178
8320	-14527.8	-14449	-78.7876	0.1340699	0.0141925	0.113085	0.0304038	0.164345	0.0271117	0.0369507	0.206589	0.107623	0.0244678	0.0835374	0.130108	0.0950367	0.44488	0.0476925	0.0727783	0.254384	0.390674	0.0646751	0.166204	0.855131	0.225651	0.0804729	0.122862	0.0915805	0.0468455	0.238917	0.0341493	0.0773577	0.0561513	0.0928163	0.0499753	0.0350313	0.0138408	0.128183	0.138639	0.397553	0.285685	0.557916	0.193868	0.190272	0.104247	0.21067	0.0722064	0.24812	0.386516	0.190731	0.052875	0.157316	0.170024	0.0505049	0.215423	0.869133	0.217698	0.270589	0.147175	0.301932	0.188822	0.145485	0.253674	0.0633036	0.108505	0.109991	0.0609047	0.195898	0.0407847	0.308198	0.188366	0.0186242	0.126573	0.223807	0.184368	0.464329	0.0184776	0.507807	0.0782397	0.00954656	0.145693	0.0928422	0.0730872	0.496019	0.0512727	0.153136	0.529105	0.0559011	0.00973716	0.212502	0.0285113	0.0700193	0.306063	0.10062	0.058594	0.0636272	0.128429	0.0950677	0.0381497	0.436817	0.116533	2.06358	0.137571	0.48819	0.164188	0.404846	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1947902	0.272742	0.2559	0.266745	0.204613	1.999668	0.6841468	0.1919746	-2.035404	0.8775096	0.7700231
8330	-14503.9	-14442.6	-61.3118	0.1340699	0.0554254	0.105547	0.300182	0.153391	0.0253047	0.034488	0.192819	0.10045	0.205646	0.0779696	0.121437	0.0887025	0.415228	0.0445138	0.0679275	0.237429	0.0469979	0.0603645	0.155126	0.798136	0.210611	0.0751093	0.114673	0.0854766	0.0546587	0.222993	0.0318732	0.0722018	0.0484083	0.0420435	0.0466444	0.0326964	0.0550713	0.11964	0.129399	0.371056	0.0421827	0.0125755	0.180947	0.17759	0.0972992	0.196629	0.0673937	0.231583	0.360754	0.178018	0.0493509	0.146831	0.158692	0.0471387	0.201065	0.811205	0.203188	0.252554	0.137366	0.281808	0.242389	0.135788	0.236706	0.0638468	0.158859	0.10266	0.0568451	0.182841	0.0802706	0.287656	0.175811	0.0462061	0.118137	0.304327	0.187959	0.0885421	0.0172461	0.292328	0.073025	0.0189813	0.135982	0.0866543	0.0682159	0.458285	0.0457236	0.142929	0.431702	0.108511	0.0131978	0.198339	0.026611	0.0653525	0.285664	0.0939132	0.0546887	0.0593864	0.119869	0.085993	0.035607	0.407703	0.0398083	1.92604	0.0314082	0.388799	0.111152	0.278854	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1706336	0.272742	0.2559	0.266745	0.204613	2.001131	0.6841468	0.1652002	-2.34016	1.03881	1.079126
8340	-14494.4	-14435.8	-58.5655	0.1340699	0.0337759	0.100022	0.284467	0.14536	0.0239799	0.0326824	0.182725	0.0951913	0.19488	0.0738876	0.115079	0.0840586	0.39349	0.0421833	0.0643713	0.224999	0.0445375	0.0572042	0.15079	0.756352	0.199585	0.0711771	0.10867	0.0865333	0.0857613	0.211319	0.0302045	0.0684218	0.0809327	0.206542	0.0498902	0.0309847	0.0204495	0.113376	0.122625	0.35163	0.257141	0.179275	0.171473	0.168293	0.0922053	0.186334	0.0638655	0.219458	0.341868	0.168698	0.0467672	0.139144	0.0343522	0.0446709	0.190538	0.768736	0.19255	0.0688893	0.130175	0.267054	0.179425	0.12868	0.224205	0.0605042	0.195492	0.0972858	0.053869	0.173269	0.0251969	0.272596	0.166607	0.0846797	0.111952	0.221325	0.0532029	0.082972	0.0163432	0.375015	0.0692019	0.0107809	0.128863	0.0821176	0.0646446	0.434139	0.0636345	0.135446	0.45735	0.0798927	0.0103957	0.187955	0.0252179	0.105209	0.270709	0.0889966	0.0518255	0.0562773	0.113593	0.081491	0.0337429	0.386359	0.0585011	1.82521	0.169901	0.766462	0.152355	0.237003	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1699953	0.272742	0.2559	0.266745	0.204613	1.999276	0.6841468	0.15658	-2.222667	0.8584629	0.7369586
8350	-14491.3	-14448.4	-42.9214	0.1340699	0.121299	0.0866666	0.246484	0.126097	0.020778	0.137788	0.158327	0.0824812	0.168859	0.064022	0.0997131	0.072835	0.18136	0.0365509	0.0557763	0.194957	0.0385907	0.0495662	0.130656	0.655362	0.172936	0.0616734	0.09416	0.0749792	0.113621	0.183103	0.0261716	0.059286	0.0576082	0.0377491	0.0432288	0.0268476	0.0762866	0.0982379	0.106252	0.30468	0.107928	0.0154532	0.148578	0.145822	0.0798938	0.161455	0.0553381	0.190156	0.296221	0.146174	0.0405227	0.120565	0.0297655	0.0387063	0.165097	0.666092	0.166841	0.0596911	0.112793	0.231397	0.0600257	0.111516	0.194204	0.0524256	0.199624	0.0842954	0.0466764	0.141672	0.0496631	0.236199	0.141613	0.217047	0.0970037	0.242283	0.07905	0.0456468	0.014161	0.600057	0.0599619	0.0205896	0.111657	0.0711531	0.0560131	0.384942	0.0504681	0.117361	0.347645	0.118291	0.0043585	0.1166	0.0218507	0.0913779	0.234563	0.0771136	0.0449056	0.0487631	0.0984263	0.0706102	0.0292375	0.334771	0.117771	1.5815	0.0465757	0.372555	0.0947805	0.345479	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.146333	0.272742	0.2559	0.266745	0.204613	1.999838	0.6841468	0.1407129	-2.304552	0.8288768	0.6870368
8360	-14502.7	-14449.7	-53.0694	0.1340699	0.0217289	0.0886738	0.252193	0.128963	0.0212593	0.14098	0.161994	0.0843915	0.17277	0.0655048	0.102023	0.0745219	0.185561	0.0373975	0.0570682	0.199472	0.0394845	0.0507142	0.133682	0.67054	0.176941	0.0631018	0.0963408	0.0767158	0.20157	0.187344	0.0267777	0.0606591	0.478215	0.165541	0.04423	0.0274694	0.14951	0.100513	0.108713	0.311737	0.206106	0.217561	0.152019	0.149199	0.0817442	0.165194	0.0331964	0.19456	0.303082	0.045928	0.0414613	0.123357	0.0304549	0.0396028	0.16892	0.681519	0.170705	0.0610735	0.115406	0.236756	0.13	0.114002	0.19869	0.0536398	0.166542	0.0862601	0.0477575	0.144954	0.0527765	0.241669	0.146144	0.0896019	0.0992503	0.284238	0.0415577	0.0289363	0.014489	0.74045	0.292069	0.0168329	0.114243	0.0728011	0.0573104	0.392165	0.0510321	0.120079	0.307076	0.103315	0.00652238	0.1193	0.0223568	0.093332	0.239996	0.0788996	0.0459456	0.0498925	0.100706	0.0722455	0.0299146	0.134418	0.21756	1.61813	0.117712	0.599936	0.125413	0.154993	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1589932	0.272742	0.2559	0.266745	0.204613	2.000319	0.6841468	0.1866966	-2.124947	0.9451738	0.8933535
8370	-14496.1	-14446.5	-49.5234	0.1340699	0.0378334	0.0892152	0.253732	0.129772	0.0213891	0.14184	0.162983	0.0849067	0.173825	0.0659047	0.102646	0.0749768	1.17289	0.0376258	0.0574166	0.20069	0.0397256	0.0510238	0.134498	0.674634	0.178022	0.0634871	0.096929	0.0771842	0.118334	0.188488	0.0269412	0.0610294	0.0492437	0.0633238	0.0445	0.0276371	0.0200626	0.101127	0.109376	0.31364	0.0725351	0.0513338	0.152947	0.15011	0.0822433	0.166203	0.0333991	0.195748	0.304932	0.0462084	0.0417144	0.124111	0.0306408	0.0398446	0.169951	0.68568	0.171747	0.0614464	0.116111	0.238201	0.114398	0.114793	0.199858	0.0539673	0.229022	0.0867694	0.0480491	0.145779	0.181541	0.243145	0.141467	0.0267325	0.0998563	0.28842	0.0646229	0.0232651	0.0145775	0.656552	0.293852	0.00701854	0.114941	0.0732987	0.0576593	0.385237	0.0474428	0.120813	0.328115	0.11994	0.00935816	0.120029	0.0224933	0.0936313	0.241461	0.0793813	0.0462261	0.0501971	0.101321	0.0726866	0.0300973	0.0213668	0.130533	1.62801	0.0953401	0.340365	0.109416	0.235284	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1557872	0.272742	0.2559	0.266745	0.204613	1.998524	0.6841468	0.1339437	-2.399137	0.8818182	0.7776034
8380	-14520.6	-14455	-65.5429	0.1340699	0.0444278	0.104676	0.297703	0.152534	0.0250957	0.16642	0.191227	0.0996205	0.203948	0.0773256	0.120434	0.0879698	1.37615	0.0441461	0.0673665	0.235468	0.0466098	0.287743	0.157806	0.791544	0.208872	0.074489	0.113726	0.375685	0.0939662	0.221151	0.0316099	0.0716055	0.0395817	0.0642351	0.0522116	0.0324264	0.210325	0.118651	0.128331	0.367992	0.0564982	0.0641233	0.179452	0.176123	0.0964955	0.195005	0.039187	0.22967	0.357775	0.054216	0.0489433	0.145618	0.0359506	0.0467494	0.199403	0.804504	0.20151	0.0720947	0.136232	0.27948	0.157544	0.134882	0.234883	0.0633194	0.265256	0.101804	0.0563757	0.170992	0.185357	0.28528	0.163977	0.071956	0.117161	0.32674	0.0570284	0.0491343	0.0171037	0.23004	0.344775	0.0190339	0.134859	0.0858998	0.0676547	0.455335	0.0514131	0.141749	0.339287	0.135949	0.00869474	0.140829	0.0263912	0.11001	0.283305	0.0931376	0.0542369	0.0588959	0.118879	0.0852828	0.0350767	0.0201312	0.258906	1.91014	0.0352325	0.263347	0.198739	0.224397	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1822795	0.272742	0.2559	0.266745	0.204613	2.00026	0.6841468	0.1485505	-2.251325	0.8300542	0.6889899
8390	-14517.4	-14456.4	-61.0058	0.1340699	0.150358	0.095439	0.271433	0.138929	0.0228812	0.151735	0.174353	0.09083	0.185951	0.0705023	0.109806	0.0802073	1.25471	0.0402506	0.061422	0.21469	0.0424969	0.262353	0.143881	0.721698	0.190441	0.067916	0.103691	0.342534	0.0875206	0.201637	0.0288207	0.0652869	0.0684125	0.0512834	0.0476044	0.0295651	0.186644	0.108182	0.117006	0.33552	0.0361231	0.0686673	0.163617	0.160582	0.0879807	0.177797	0.0357291	0.209404	0.326204	0.049432	0.0446245	0.132769	0.0327783	0.0426242	0.181807	0.733798	0.183729	0.065733	0.124214	0.254819	0.124247	0.123126	0.214196	0.0577321	0.134735	0.0928322	0.0514011	0.155909	0.167397	0.31534	0.148742	0.028564	0.106822	0.236439	0.0263539	0.0154248	0.0155944	0.324324	0.314352	0.0322326	0.122959	0.0783551	0.0616873	0.427388	0.0492293	0.129241	0.27602	0.122254	0.013504	0.128402	0.0240625	0.100184	0.258306	0.0849191	0.049451	0.0536989	0.108389	0.0777574	0.0319815	0.0355899	0.0587597	1.74158	0.172584	0.271645	0.128643	0.853602	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1722979	0.272742	0.2559	0.266745	0.204613	1.999443	0.6841468	0.1722912	-2.079028	0.8005733	0.6409176
8400	-14496.4	-14439	-57.4369	0.1340699	0.00620016	0.0875272	0.0206485	0.127604	0.0209844	0.139157	0.159899	0.0833003	0.170536	0.0646578	0.100704	0.0735582	1.1507	0.0369139	0.0563302	0.196893	0.0389739	0.240604	0.131953	0.66187	0.174653	0.0622858	0.095095	0.497943	0.128863	0.184921	0.0264314	0.0598747	0.0731488	0.0798935	0.043658	0.0271142	0.0878574	0.0992135	0.107306	0.307705	0.0143652	0.0841218	0.150053	0.14727	0.0806872	0.163058	0.0327672	0.192044	0.299177	0.0453341	0.0409251	0.121762	0.030061	0.0390907	0.166735	0.673225	0.168498	0.0602838	0.113918	0.233695	0.0636098	0.11278	0.196323	0.0529462	0.23401	0.0851432	0.04714	0.143007	0.168766	0.289199	0.13441	0.141804	0.097967	0.16097	0.0448823	0.0248841	0.0143017	0.533589	0.288292	0.0185124	0.112766	0.0718933	0.0565748	0.388803	0.0437409	0.118527	0.257064	0.110736	0.0150981	0.117758	0.0220677	0.0921799	0.236892	0.0778794	0.0897123	0.0492473	0.404946	0.0713114	0.0293302	0.0151982	0.2253	1.59721	0.128381	0.228272	0.0885116	0.242747	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1590856	0.272742	0.2559	0.266745	0.204613	1.996825	0.6841468	0.1558319	-2.334446	0.9751598	0.9509366
8410	-14471.7	-14423.3	-48.3584	0.1340699	0.00986193	0.0845633	0.0199493	0.123398	0.0202738	0.134444	0.154485	0.0804795	0.164761	0.0624683	0.0972937	0.0710674	1.11173	0.0356639	0.0544227	0.190225	0.0376542	0.232457	0.127485	0.639457	0.168739	0.0601767	0.0918749	0.481081	0.280301	0.178659	0.0255364	0.0578472	0.0104672	0.0259597	0.0421797	0.026196	0.0777796	0.0958539	0.103673	0.297286	0.168094	0.010497	0.144972	0.142283	0.0779549	0.157536	0.0316576	0.0506176	0.289218	0.043799	0.0395393	0.117639	0.0290431	0.037767	0.161089	0.650289	0.162792	0.0582424	0.11006	0.225781	0.132293	0.108991	0.18954	0.0511533	0.135629	0.0822568	0.0455437	0.138202	0.0652955	0.279406	0.122407	0.0288942	0.106326	0.279894	0.0518216	0.0503059	0.0138174	0.291468	0.27853	0.014216	0.108947	0.0695034	0.0462248	0.372319	0.0431859	0.114513	0.263724	0.0747238	0.01574	0.11377	0.0213204	0.0888782	0.228871	0.0752422	0.0866744	0.0475797	0.391233	0.0688966	0.028337	0.00474156	0.162736	1.54312	0.0364647	0.120713	0.0894309	0.464328	0.09172348	0.3158532	0.0423464	0.0842496	0.166212	0.130916	0.0903402	0.37615	0.152133	0.1503121	0.272742	0.2559	0.266745	0.204613	2.000034	0.6841468	0.1598853	-2.430898	1.093251	1.195199
