Filename,STEREO?,"Video name (or master, or left)",Secondary,Species,Architecture,Zooid number,optics,Speed range,Fluorescein?,Jet frames,Frontal CSA frame,DVZS frame,Scale Length mm,FPS,What was done,Comment,
E:\Kona_Sept 2022\Sept 11\Kelly_Night_GoProStereo_4K_60fps\Left\GX010023.MP4,Yes,GX010023,,Cyclosalpa quadriluminis,Whorl,13,,,No,NA,,,,60,,Ruler,
D:\Kona_Sept 2022\Sept 11\Kelly_Night_GoProStereo_4K_60fps\Left,Yes,GX010023,GX010021,Cyclosalpa quadriluminis,Whorl,13,"yellowtail, same as 105?",7-9s,No,NA,39s,15s,,60,,,
E:\Kona_Sept 2022\Sept 11\Kelly_Night_GoProStereo_4K_60fps\Left\GX010027.MP4,Yes,GX010027,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,", chalky",
D:\Kona_Sept 2022\Sept 11\Kelly_Night_GoProStereo_4K_60fps\Left,Yes,GX010027,GX010025,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 11\Kelly_Night_GoProStereo_4K_60fps\Left\GX010028.MP4,Yes,GX010028,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,", yellowtail",
D:\Kona_Sept 2022\Sept 11\Kelly_Night_GoProStereo_4K_60fps\Left,Yes,GX010028,GX010026,Iasis cylindrica,Linear,,,,No,NA,,,,60,,yellowtail,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010032.MP4,Yes,GX010032,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010032,,Cyclosalpa sewelli,Cluster,,yellowtail,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010033.MP4,Yes,GX010033,,Pegea sp.,Transversal,6,,9-15s,No,NA,34s,Yes,,60,,- 6 zooid,
D:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010033,,Pegea sp.,Transversal,,fluorescein,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010034.MP4,Yes,GX010034,,Brooksia rostrata,Bipinnate,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010034,,Brooksia rostrata,Bipinnate,,8 zooid,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010035.MP4,Yes,GX010035,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010035,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010038.MP4,Yes,GX010038,,Cyclosalpa affinis,Whorl,,,,No,NA,,,,60,,", pregnant",
D:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010038,,Cyclosalpa affinis,Whorl,,5 zooid,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010040.MP4,Yes,GX010040,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010040,,Cyclosalpa sewelli,Cluster,3,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Day_GoProStereo_4K_60fps\left\GX010041.MP4,Yes,GX010041,,Pegea sp.,Transversal,1,,,No,NA,,,,60,,single zooid,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010042.MP4,Yes,GX010042,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,"long, pregnant",
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010042,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010046.MP4,Yes,GX010046,,Cyclosalpa affinis,Whorl,,,,No,NA,,,,60,,Iasis solitary- 5 zooid,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010046,,Cyclosalpa affinis,Whorl,5,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010047.MP4,Yes,GX010047,,Ritteriella amboinensis,Bipinnate,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010047,,Ritteriella cf. retracta,Bipinnate,,2 zooids,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010048.MP4,Yes,GX010048,,Ritteriella cf. retracta,Bipinnate,,,,No,NA,,,,60,,"- 6 zooid, pregnant",
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010048,,Ritteriella cf. retracta,Bipinnate,6,fluorescein,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010049.MP4,Yes,GX010049,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,pregnant,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010049,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010053.MP4,Yes,GX010053,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010053,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010054.MP4,Yes,GX010054,,Salpa fusiformis,Linear,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010054,,Salpa fusiformis,Linear,,fluorescein,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010056.MP4,Yes,GX010056_1,,Ritteriella amboinensis,Bipinnate,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010056_2,,Ritteriella cf. amboinensis,Bipinnate,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010057.MP4,Yes,GX010057,,Pegea sp.,Transversal,75,,8-12s,No,NA,35s,44s,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010057.MP4,Yes,GX010057_1,,Soestia zonaria,Linear,20,,,No,NA,,,,60,,duplicate,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010057_2,,Pegea sp.,Transversal,75,fluorescein,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010057_3,,Soestia zonaria,Linear,20,long chain,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010058.MP4,Yes,GX010058,,Soestia zonaria,Linear,20,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010058,,Soestia zonaria,Linear,20,,,No,NA,Yes,,,60,,same from video GX...57,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010061.MP4,Yes,GX010061,,Ritteriella cf. retracta,Bipinnate,,,,No,NA,,,,60,,"- 2 zooid, pregnant",
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010061,,Ritteriella cf. retracta,Bipinnate,2,fluorescein,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left\GX010062.MP4,Yes,GX010062,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 12\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010062,,Iasis cylindrica,Linear,,fluorescein,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left\GX010068.MP4,Yes,GX010068,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010068,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left\GX010070.MP4,Yes,GX010070,,Cyclosalpa cf. polae,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010070,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left\GX010071.MP4,Yes,GX010071,,Brooksia rostrata,Bipinnate,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010071,,Brooksia rostrata,Bipinnate,,yellowtail,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left\GX010073.MP4,Yes,GX010073,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,- with early embryos,
D:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010073,,Cyclosalpa sewelli,Cluster,,stage 4 pregnant,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left\GX010074.MP4,Yes,GX010074,,Cyclosalpa affinis,Whorl,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010074,,Cyclosalpa affinis,Whorl chain,,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left\GX010075.MP4,Yes,GX010075,,Cyclosalpa quadriluminis,Whorl,4,,31-35s,No,NA,9s,,,60,,- 4 zooid,
D:\Kona_Sept 2022\Sept 13\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010075,,Cyclosalpa quadriluminis,Whorl,4,"yellowtail, same as 105?",31-35s,No,NA,9s,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010076.MP4,Yes,GX010076,,Iasis cylindrica,Linear,,,,Yes,,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010076,,Iasis cylindrica,Linear,,"stage 3 pregnant, 8 huge zooids, fluorescein",,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010077.MP4,Yes,GX010077,,Ritteriella retracta,Bipinnate,,,,Yes,,,,,60,,"Argonauta male, huge, early embryos",
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010078.MP4,Yes,GX010078,,Ritteriella retracta,Bipinnate,,,,No,NA,,,,60,,"Argonauta male, huge, early embryos","stage 3 pregnant, 8 huge zooids, same as GX...77"
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010079.MP4,Yes,GX010079,,Ritteriella retracta,Bipinnate,,,,No,NA,,,,60,,"Orthogonal, huge, early embryos","stage 3 pregnant, 8 huge zooids, same as GX...77"
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010080.MP4,Yes,GX010080,,Ritteriella retracta,Bipinnate,,,,No,NA,,,,60,,", huge, early embryos","stage 3 pregnant, 8 huge zooids"
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010081.MP4,Yes,GX010081,,Salpa fusiformis,Linear,,,,Yes,yes,,,,60,,good jets,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010081,,Salpa fusiformis,Linear,,hard to ID,,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010082.MP4,Yes,GX010082,,Ritteriella cf. retracta,Bipinnate,,,,Yes,,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010082,,Ritteriella sp.,Bipinnate,10,"yellowtail, fluorescein",26s,Yes,30s,No,No,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010085.MP4,Yes,GX010085,,Cyclosalpa quadriluminis,Whorl,3,,No,No,NA,No,54s,,60,,duplicate,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010085.MP4,Yes,GX010085,,Pegea sp.,Transversal,12,,No,Yes,Yes,No,28s,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010085,,Pegea sp.,Transversal,12,fluorescein,,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010086.MP4,Yes,GX010086,,Cyclosalpa quadriluminis,Whorl,3,,No,No,NA,22s,No,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010086,,Cyclosalpa quadriluminis,Whorl,3,long chain for this species,No,No,NA,22s,No,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010088.MP4,Yes,GX010088,,Salpa maxima,Linear,8,,,No,NA,yes,yes,,60,,Orthogonal,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010089.MP4,Yes,GX010089,,Salpa maxima,Linear,,,,No,NA,,,,60,,"Ruler, same as GX...88",
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010090.MP4,Yes,GX010090,,Salpa fusiformis,Linear,,,,Yes,,,,,60,,,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010090,,Salpa fusiformis,Linear,,hard to ID,,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010092.MP4,Yes,GX010092,,Soestia zonaria,Linear,9,,,Yes,,,,,60,,Not good,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010092,,Soestia zonaria,Linear,9,pregnant stage 4,,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010093.MP4,Yes,GX010093,,Soestia zonaria,Linear,9,,"24-27, 42-47s",Yes,,,,,60,,Pipet for scale and good speed ranges,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010093,,Soestia zonaria,Linear,9,"pregnant stage 4, same as GX...175, CSA",,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps\left\GX010094.MP4,Yes,GX010094,,Iasis cylindrica,Linear,,,,Yes,,,,,60,,- very long,
D:\Kona_Sept 2022\Sept 13\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010094,,Iasis cylindrica,Linear,,"stage 3 pregnant, 8 huge zooids, same as GX...77",,Yes,,,,,60,,,
E:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps\left\GX010101.MP4,Yes,GX010101,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps,Yes,GX010101,,Cyclosalpa sewelli,Cluster,4,3 zooid,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps\left\GX010102.MP4,Yes,GX010102,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps,Yes,GX010102,,Cyclosalpa sewelli,Cluster,,"pregnant, long chain",,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps\left\GX010104.MP4,Yes,GX010104_b,,Pegea sp.,Transversal,2,,0-3s,No,NA,6s,16s,,60,,embryos- 2 zooid,
D:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps,Yes,GX010104_c,,Pegea sp.,Transversal,2,"fluorescein, long chain",,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps\left\GX010106.MP4,Yes,GX010106,,Cyclosalpa affinis,Whorl,,,,No,NA,,,,60,,- 2 zooid,
D:\Kona_Sept 2022\Sept 14\Kelly_Day_GoProStereo_4K_60fps,Yes,GX010106,,Cyclosalpa affinis,Whorl,2,,,No,NA,,,,60,,,
E:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps\left\GX010115.MP4,Yes,GX010115,,Salpa fusiformis,Linear,,,,Yes,yes,,,,60,,good jets,
D:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010115,,Salpa fusiformis,Linear,,hard to ID,,Yes,,,,,60,,,
D:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps\left\GX010116.MP4,Yes,GX010116,,Salpa maxima,Linear,,,,Yes,,,,,60,,good csa,
E:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps\left\GX010117.MP4,Yes,GX010117,,Salpa cf. aspera,Linear,,,,Yes,,yes,,,60,,good csa,
D:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010117,,Salpa maxima,Linear,,young long colony,,Yes,,,,,60,,same as GX...116,
E:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps\left\GX010118.MP4,Yes,GX010118,,Iasis cylindrica,Linear,,,,Yes,,,,,60,,yellowtail,
D:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010118,,Iasis cylindrica,Linear,,"stage 3 pregnant, 8 huge zooids, same as GX...77, CSA",,Yes,,,,,60,,yellowtail,
E:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps\left\GX010120.MP4,Yes,GX010120,,Iasis cylindrica,Linear,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 14\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010120,,Iasis cylindrica,Linear,,"stage 3 pregnant, 8 huge zooids, same as GX...77",,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010129,,Iasis cylindrica,Linear,,fluorescein,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010130_k,,Iasis cylindrica,Linear,,"stage 3, fluorescein",,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010131,,Cyclosalpa quadriluminis,Whorl,3,attached 5 whorls in a chain,10-16s,No,NA,41s,24s,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010139,,Salpa maxima,Linear,,pregnant,,Yes,,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010140,,Cyclosalpa polae,Cluster,,single zooid,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010142,,Cyclosalpa sewelli,Cluster,,yellowtail,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010143,,Cyclosalpa sewelli,Cluster,,"2 zooids, one is dead",,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010144,,Salpa fusiformis,Linear,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010146,,Cyclosalpa sewelli,Cluster,,long thin tail,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010147,,Cyclosalpa quadriluminis,Whorl,11,yellowtail,32-37s,No,NA,8s,19s,,60,,,
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010148,,Soestia zonaria,Linear,7,"CSA, fluorescein",,,,,,,60,,"not very helpful, no scale",
D:\Kona_Sept 2022\Sept 15\Kelly_Night_GoProStereo_4K_60fps,Yes,GX010150,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010152,,Brooksia rostrata,Bipinnate,,4 zooid,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010155,,Brooksia rostrata,Bipinnate,,8 zooid,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Day_GoProStereo_4K_60fps\left,Yes,GX010158,,Cyclosalpa sewelli,Cluster,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010163,,Ritteriella amboinensis,Bipinnate,,4 zooids,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010164,,Salpa maxima,Linear,,"young long colony, fluorescein",,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010165,,Salpa fusiformis,Linear,,hard to ID,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010166,,Salpa maxima,Linear,,"young long colony, CSA, same as GX...166",,Yes,,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010167,,Salpa maxima,Linear,,,,No,NA,Yes,,,60,,same as GX...166,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010168,,Ritteriella amboinensis,Bipinnate,,2 zooids,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010172,,Iasis cylindrica,Linear,,fluorescein,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010173,,Brooksia rostrata,Bipinnate,,stage 3 pregnant,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010175,,Salpa aspera,Linear,,,,No,NA,,,,60,,,
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010176,,Salpa aspera,Linear,,,,No,NA,Yes,,,60,,"pregnant stage 4, same as GX...175",
D:\Kona_Sept 2022\Sept 16\Kelly_Night_GoProStereo_4K_60fps\left,Yes,GX010177_Helicosalpa_Trim,,Helicosalpa virgula,Helical,60,,No?,Yes,38s,"14s, 58s",,colony length/w,60,,Hard to count zooid number,
D:\Kona_May_2023\Kona May 2023\May 7\Brad 3D gopro 4K 120 fps\Left cam,gopro,GX010372,,Cyclosalpa sewelli,Cluster,,,,,,,,yes,120,,,
D:\Kona_May_2023\Kona May 2023\May 7\Brad 3D gopro 4K 120 fps\Left cam,gopro,GX010377,,Iasis cylindrica,Linear,,,no,no,no,,,yes,120,,,
D:\Kona_May_2023\Kona May 2023\May 8\Brad 3D gopro 4K 120 fps\Left cam,gopro,GX010384,,Ritteriella amboinensis,Bipinnate,,,yes,no,no,no,,yes,120,,No speed taken,
D:\Kona_May_2023\Kona May 2023\May 8\Brad 3D gopro 4K 120 fps\Left cam,gopro,GX010390,,Ritteriella sp.,Bipinnate,,,yes,no,no,no,,yes,120,,No speed taken,
D:/VideosKellyPanama2005_MP4/Iasis_cylindrica/Icyl aggs 5_29.mp4,No,Icyl aggs 5_29.mp4,NA,Iasis cylindrica,Linear,,,Yes,Yes,Yes,No,Yes,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg (1) 51_55.mp4,No,PCO agg (1) 51_55.mp4,NA,Pegea confoederata,Transversal,1,,Yes,No,No,No,Yes,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 0_30.mp4,No,PCO agg 0_30.mp4,NA,Pegea confoederata,Transversal,6,,,No,No,No,Yes,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 12_50.mp4,No,PCO agg 12_50.mp4,NA,Pegea confoederata,Transversal,4,,No,No,No,Yes,No,Yes,,,only one chain strand,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 2_10.mp4,No,PCO agg 2_10.mp4,NA,Pegea confoederata,Transversal,2,,No,,,,,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 2_40.mp4,No,PCO agg 2_40.mp4,NA,Pegea confoederata,Transversal,,,Yes,No,No,No,Yes,10,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 21_14.mp4,No,PCO agg 21_14.mp4,NA,Pegea confoederata,Transversal,,,No,No,No,No,Yes,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 24_10 (dive 9).mp4,No,PCO agg 24_10 (dive 9).mp4,NA,Pegea confoederata,Transversal,,,,,,,,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/pco agg 24_30.mp4,No,pco agg 24_30.mp4,NA,Pegea confoederata,Transversal,2,,Yes,Yes,No,No,No,Yes,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/pco agg 24_37.mp4,No,pco agg 24_37.mp4,NA,Pegea confoederata,Transversal,2,,Yes,Yes,Yes,No,No,Yes,28,Speeds uploaded to 2D_Speeds folder on lab computer,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 29_20.mp4,No,PCO agg 29_20.mp4,NA,Pegea confoederata,Transversal,,,Yes,No,No,Yes,No,No,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 3_25.mp4,No,PCO agg 3_25.mp4,NA,Pegea confoederata,Transversal,7,,No,No,No,Yes,No,10,,,,
D:/VideosKellyPanama2005_MP4/Pegea_confoederata/PCO agg 4_45.mp4,No,PCO agg 4_45.mp4,NA,Pegea confoederata,Transversal,,,No,Yes,No,No,No,No,,,,
