Measurement	Container 	Treatment	Species	Specimen	Stage	Activity level	Zooid length (mm)	Number of zooids	Colony volume (ml)	Date	Experiment	Time point (min)	Sensor ID	Injection time	Start time	O2 (mg/L)	Temperature (°C)	Container volume (ml)	Organism notes	Measurement notes	In-jar velocity (m/s)	Relevant control
679	Plastic	Anesthetized	NA	NA	NA	Anesthetized	NA	NA	NA	6/29/2022	17	86	P3 control	23:57	12:04	6.27	25.1	72	Collected in deeper water, no refresh		NA	NA
680	Plastic	Anesthetized	NA	NA	NA	Anesthetized	NA	NA	NA	6/29/2022	17	114	P3 control	23:57	12:04	6.26	25	72	Collected in deeper water, no refresh		NA	NA
681	Plastic	Anesthetized	NA	NA	NA	Anesthetized	NA	NA	NA	6/29/2022	17	142	P3 control	23:57	12:04	6.3	24.8	72	Collected in deeper water, no refresh		NA	NA
682	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-2	Blastozooid	Anesthetized	15	5	0.8	6/29/2022	17	0	P4	23:59	12:04	6.13	NA	208		No temperature recorded, strange O2 values	NA	676
683	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-2	Blastozooid	Anesthetized	15	5	0.8	6/29/2022	17	30	P4	23:59	12:04	6.2	25.7	208			NA	677
684	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-2	Blastozooid	Anesthetized	15	5	0.8	6/29/2022	17	58	P4	23:59	12:04	6.2	25.4	208			NA	678
685	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-2	Blastozooid	Anesthetized	15	5	0.8	6/29/2022	17	86	P4	23:59	12:04	6.2	25.1	208			NA	679
686	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-2	Blastozooid	Anesthetized	15	5	0.8	6/29/2022	17	114	P4	23:59	12:04	6.19	25	208			NA	680
687	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-2	Blastozooid	Anesthetized	15	5	0.8	6/29/2022	17	142	P4	23:59	12:04	6.23	24.8	208			NA	681
688	Plastic	Intact	Ritteriella amboinensis	D30-Ramb-B-3	Blastozooid	Moderate	17	5	1.4	6/29/2022	17	0	P5	NA	12:05	6.22	NA	208	Air bubble found	No temperature recorded, strange O2 values	NA	676
689	Plastic	Intact	Ritteriella amboinensis	D30-Ramb-B-3	Blastozooid	Moderate	17	5	1.4	6/29/2022	17	30	P5	NA	12:05	6.26	25.7	208	Air bubble found		NA	677
690	Plastic	Intact	Ritteriella amboinensis	D30-Ramb-B-3	Blastozooid	Moderate	17	5	1.4	6/29/2022	17	58	P5	NA	12:05	6.22	25.4	208	Air bubble found		NA	678
691	Plastic	Intact	Ritteriella amboinensis	D30-Ramb-B-3	Blastozooid	Moderate	17	5	1.4	6/29/2022	17	86	P5	NA	12:05	6.22	25.1	208	Air bubble found		NA	679
692	Plastic	Intact	Ritteriella amboinensis	D30-Ramb-B-3	Blastozooid	Moderate	17	5	1.4	6/29/2022	17	114	P5	NA	12:05	6.22	25	208	Air bubble found		NA	680
693	Plastic	Intact	Ritteriella amboinensis	D30-Ramb-B-3	Blastozooid	Moderate	17	5	1.4	6/29/2022	17	142	P5	NA	12:05	6.22	24.8	208	Air bubble found		NA	681
694	Plastic	Anesthetized	Pegea sp.	D30-Pco-B-1	Blastozooid	Anesthetized	36	5	15	6/29/2022	17	0	P6	12:01	12:05	6.23	NA	980		No temperature recorded, strange O2 values	NA	676
695	Plastic	Anesthetized	Pegea sp.	D30-Pco-B-1	Blastozooid	Anesthetized	36	5	15	6/29/2022	17	30	P6	12:01	12:05	6.32	25.7	980			NA	677
696	Plastic	Anesthetized	Pegea sp.	D30-Pco-B-1	Blastozooid	Anesthetized	36	5	15	6/29/2022	17	58	P6	12:01	12:05	6.31	25.4	980			NA	678
697	Plastic	Anesthetized	Pegea sp.	D30-Pco-B-1	Blastozooid	Anesthetized	36	5	15	6/29/2022	17	86	P6	12:01	12:05	6.33	25.1	980			NA	679
698	Plastic	Anesthetized	Pegea sp.	D30-Pco-B-1	Blastozooid	Anesthetized	36	5	15	6/29/2022	17	114	P6	12:01	12:05	6.3	25	980			NA	680
699	Plastic	Anesthetized	Pegea sp.	D30-Pco-B-1	Blastozooid	Anesthetized	36	5	15	6/29/2022	17	142	P6	12:01	12:05	6.28	24.8	980			NA	681
700	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-4	Blastozooid	Anesthetized	22	38	6.3	6/29/2022	17	0	P7	12:02	12:06	5.91	NA	980		No temperature recorded, strange O2 values	NA	676
701	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-4	Blastozooid	Anesthetized	22	38	6.3	6/29/2022	17	30	P7	12:02	12:06	6.04	25.7	980			NA	677
702	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-4	Blastozooid	Anesthetized	22	38	6.3	6/29/2022	17	58	P7	12:02	12:06	5.95	25.4	980			NA	678
703	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-4	Blastozooid	Anesthetized	22	38	6.3	6/29/2022	17	86	P7	12:02	12:06	5.96	25.1	980			NA	679
704	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-4	Blastozooid	Anesthetized	22	38	6.3	6/29/2022	17	114	P7	12:02	12:06	5.93	25	980			NA	680
705	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-4	Blastozooid	Anesthetized	22	38	6.3	6/29/2022	17	142	P7	12:02	12:06	5.9	24.8	980			NA	681
706	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	0	P1	21:37	21:44	6.04	26.3	208	Poop		NA	720
707	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	30	P1	21:37	21:44	5.89	25.7	208	Poop		NA	721
708	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	60	P1	21:37	21:44	5.74	25.4	208	Poop		NA	722
709	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	90	P1	21:37	21:44	5.66	24.6	208	Poop		NA	723
710	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	120	P1	21:37	21:44	5.68	24	208	Poop		NA	724
711	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	150	P1	21:37	21:44	5.5	23.8	208	Poop		NA	725
712	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-1	Blastozooid	Anesthetized	32	8	5.5	6/30/2022	18	180	P1	21:37	21:44	5.41	23.3	208	Poop		NA	726
713	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	0	P2	21:37	21:44	6.23	26.3	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	720
714	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	30	P2	21:37	21:44	6.15	25.7	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	721
715	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	60	P2	21:37	21:44	6.11	25.4	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	722
716	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	90	P2	21:37	21:44	6.08	24.6	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	723
717	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	120	P2	21:37	21:44	6.08	24	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	724
718	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	150	P2	21:37	21:44	5.98	23.8	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	725
719	Plastic	Anesthetized	Cyclosalpa quadriluminis	D31-Cqua-B-1	Blastozooid	Anesthetized	13	16	2.8	6/30/2022	18	180	P2	21:37	21:44	5.99	23.3	208	Very long peduncles	Only 1/2 colony was measured for volume, then multiplied by 2 	NA	726
720	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	0	P3 control	21:42	21:44	6.34	26.3	72	Control local seawater	High consumption readings	NA	NA
721	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	30	P3 control	21:42	21:44	6.26	25.7	72	Control local seawater	High consumption readings	NA	NA
722	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	60	P3 control	21:42	21:44	6.19	25.4	72	Control local seawater	High consumption readings	NA	NA
723	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	90	P3 control	21:42	21:44	6.25	24.6	72	Control local seawater	High consumption readings	NA	NA
724	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	120	P3 control	21:42	21:44	6.22	24	72	Control local seawater	High consumption readings	NA	NA
725	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	150	P3 control	21:42	21:44	6.2	23.8	72	Control local seawater	High consumption readings	NA	NA
726	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/30/2022	18	180	P3 control	21:42	21:44	6.26	23.3	72	Control local seawater	High consumption readings	NA	NA
727	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	0	P4	21:39	21:44	5.86	26.3	208	Poop		NA	720
728	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	30	P4	21:39	21:44	5.59	25.7	208	Poop		NA	721
729	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	60	P4	21:39	21:44	5.6	25.4	208	Poop		NA	722
730	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	90	P4	21:39	21:44	5.443	24.6	208	Poop		NA	723
731	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	120	P4	21:39	21:44	5.26	24	208	Poop		NA	724
732	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	150	P4	21:39	21:44	5.27	23.8	208	Poop		NA	725
733	Plastic	Anesthetized	Cyclosalpa affinis	D31-Caff-B-2	Blastozooid	Anesthetized	32	6	8	6/30/2022	18	180	P4	21:39	21:44	5.21	23.3	208	Poop		NA	726
734	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	0	P5	NA	21:44	6.31	26.3	208		Low consumption readings	NA	720
735	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	30	P5	NA	21:44	6.29	25.7	208		Low consumption readings	NA	721
736	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	60	P5	NA	21:44	6.29	25.4	208		Low consumption readings	NA	722
737	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	90	P5	NA	21:44	6.34	24.6	208		Low consumption readings	NA	723
738	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	120	P5	NA	21:44	6.35	24	208		Low consumption readings	NA	724
739	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	150	P5	NA	21:44	6.32	23.8	208		Low consumption readings	NA	725
740	Plastic	Intact	Brooksia rostrata	D31-Bros-B-1	Blastozooid	Moderate	3	7	0.1	6/30/2022	18	180	P5	NA	21:44	6.34	23.3	208		Low consumption readings	NA	726
741	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	0	P6	NA	21:44	6.23	26.3	980			NA	720
742	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	30	P6	NA	21:44	6.2	25.7	980			NA	721
743	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	60	P6	NA	21:44	6.17	25.4	980			NA	722
744	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	90	P6	NA	21:44	6.17	24.6	980			NA	723
745	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	120	P6	NA	21:44	6.14	24	980			NA	724
746	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	150	P6	NA	21:44	6.05	23.8	980			NA	725
747	Plastic	Intact	Pegea sp.	D31-Pcon-B-2	Blastozooid	Moderate	41	3	9	6/30/2022	18	180	P6	NA	21:44	6.01	23.3	980			NA	726
748	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	0	P7	NA	21:44	6.01	26.3	980	Poop, all zooids broken off		NA	720
749	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	30	P7	NA	21:44	5.85	25.7	980	Poop, all zooids broken off		NA	721
750	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	60	P7	NA	21:44	5.68	25.4	980	Poop, all zooids broken off		NA	722
751	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	90	P7	NA	21:44	5.61	24.6	980	Poop, all zooids broken off		NA	723
752	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	120	P7	NA	21:44	5.47	24	980	Poop, all zooids broken off		NA	724
753	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	150	P7	NA	21:44	5.33	23.8	980	Poop, all zooids broken off		NA	725
754	Plastic	Intact	Salpa maxima	D31-Smax-B-2	Blastozooid	Moderate	80	3	20	6/30/2022	18	180	P7	NA	21:44	5.22	23.3	980	Poop, all zooids broken off		NA	726
755	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	0	P1	20:53	21:00	5.3	26.5	208			NA	769
756	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	30	P1	20:53	21:00	5.23	26.2	208		Temperature interpolated, not measured	NA	770
757	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	60	P1	20:53	21:00	5.01	25.9	208			NA	771
758	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	90	P1	20:53	21:00	4.86	25.1	208			NA	772
759	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	120	P1	20:53	21:00	4.68	24.3	208			NA	773
760	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	150	P1	20:53	21:00	4.5	23.8	208			NA	774
761	Plastic	Anesthetized	Salpa aspera	D32-Sasp-B-1	Blastozooid	Anesthetized	28	9	6	7/1/2022	19	180	P1	20:53	21:00	4.49	23.4	208			NA	775
762	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	0	P2	20:54	21:00	6.22	26.5	208	yellowtail		NA	769
763	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	30	P2	20:54	21:00	6.28	26.2	208	yellowtail	Temperature interpolated, not measured	NA	770
764	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	60	P2	20:54	21:00	6.28	25.9	208	yellowtail		NA	771
765	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	90	P2	20:54	21:00	6.27	25.1	208	yellowtail		NA	772
766	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	120	P2	20:54	21:00	6.34	24.3	208	yellowtail		NA	773
767	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	150	P2	20:54	21:00	6.35	23.8	208	yellowtail		NA	774
768	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D32-Icyl-B-1	Blastozooid	Anesthetized	6	26	0.1	7/1/2022	19	180	P2	20:54	21:00	6.33	23.4	208	yellowtail		NA	775
769	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	0	P3 control	NA	21:00	6.31	26.5	72	Control local seawater		NA	NA
770	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	30	P3 control	NA	21:00	6.35	26.2	72	Control local seawater	Temperature interpolated, not measured	NA	NA
771	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	60	P3 control	NA	21:00	6.34	25.9	72	Control local seawater		NA	NA
772	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	90	P3 control	NA	21:00	6.43	25.1	72	Control local seawater		NA	NA
773	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	120	P3 control	NA	21:00	6.44	24.3	72	Control local seawater		NA	NA
774	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	150	P3 control	NA	21:00	6.46	23.8	72	Control local seawater		NA	NA
775	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	7/1/2022	19	180	P3 control	NA	21:00	6.47	23.4	72	Control local seawater		NA	NA
776	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	0	P4	NA	21:00	5.99	26.5	208	yellowtail, many broken		NA	769
777	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	30	P4	NA	21:00	5.87	26.2	208	yellowtail, many broken	Temperature interpolated, not measured	NA	770
778	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	60	P4	NA	21:00	5.71	25.9	208	yellowtail, many broken		NA	771
779	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	90	P4	NA	21:00	5.56	25.1	208	yellowtail, many broken		NA	772
780	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	120	P4	NA	21:00	5.49	24.3	208	yellowtail, many broken		NA	773
781	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	150	P4	NA	21:00	5.47	23.8	208	yellowtail, many broken		NA	774
782	Plastic	Intact	Iasis (Weelia) cylindrica	D32-Icyl-B2	Blastozooid	Active	7	76	0.5	7/1/2022	19	180	P4	NA	21:00	5.47	23.4	208	yellowtail, many broken		NA	775
783	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	0	P5	20:56	21:00	6.29	26.5	208	2 zooids broke		NA	769
784	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	30	P5	20:56	21:00	6.35	26.2	208	2 zooids broke	Temperature interpolated, not measured	NA	770
785	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	60	P5	20:56	21:00	6.34	25.9	208	2 zooids broke		NA	771
786	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	90	P5	20:56	21:00	6.36	25.1	208	2 zooids broke		NA	772
787	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	120	P5	20:56	21:00	6.44	24.3	208	2 zooids broke		NA	773
788	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	150	P5	20:56	21:00	6.44	23.8	208	2 zooids broke		NA	774
789	Plastic	Anesthetized	Cyclosalpa bakeri	D32-Cbak-B-1	Blastozooid	Anesthetized	12	5	1.3	7/1/2022	19	180	P5	20:56	21:00	6.46	23.4	208	2 zooids broke		NA	775
790	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	0	P6	NA	21:00	6.3	26.5	980	1 zooid broke		NA	769
791	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	30	P6	NA	21:00	6.2	26.2	980	1 zooid broke	Temperature interpolated, not measured	NA	770
792	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	60	P6	NA	21:00	6.16	25.9	980	1 zooid broke		NA	771
793	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	90	P6	NA	21:00	6.13	25.1	980	1 zooid broke		NA	772
794	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	120	P6	NA	21:00	6.16	24.3	980	1 zooid broke		NA	773
795	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	150	P6	NA	21:00	6.14	23.8	980	1 zooid broke		NA	774
796	Plastic	Intact	Cyclosalpa polae	D32-Cpol-B-1	Blastozooid	Low	28	13	6	7/1/2022	19	180	P6	NA	21:00	6.07	23.4	980	1 zooid broke		NA	775
797	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	0	P7	NA	21:00	5.01	26.5	980	many amphipods		NA	769
798	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	30	P7	NA	21:00	4.47	26.2	980	many amphipods	Temperature interpolated, not measured	NA	770
799	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	60	P7	NA	21:00	3.98	25.9	980	many amphipods		NA	771
800	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	90	P7	NA	21:00	3.58	25.1	980	many amphipods		NA	772
801	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	120	P7	NA	21:00	3.12	24.3	980	many amphipods		NA	773
802	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	150	P7	NA	21:00	2.91	23.8	980	many amphipods		NA	774
803	Plastic	Intact	Ritteriella sp.	D32-Rsp-B-1	Blastozooid	Moderate	30	55	34	7/1/2022	19	180	P7	NA	21:00	2.02	23.4	980	many amphipods		NA	775
804	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D33-Icyl-B-1	Blastozooid	Anesthetized	6	11	0.3	9/11/2022	20	0	P1	20:30	20:32	6.1	26.3	208			NA	810
805	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D33-Icyl-B-1	Blastozooid	Anesthetized	6	11	0.3	9/11/2022	20	30	P1	20:30	20:32	6.13	26.1	208			NA	811
806	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D33-Icyl-B-1	Blastozooid	Anesthetized	6	11	0.3	9/11/2022	20	80	P1	20:30	20:32	6.23	24.8	208			NA	812
807	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D33-Icyl-B-1	Blastozooid	Anesthetized	6	11	0.3	9/11/2022	20	123	P1	20:30	20:32	6.21	24.7	208			NA	813
808	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D33-Icyl-B-1	Blastozooid	Anesthetized	6	11	0.3	9/11/2022	20	150	P1	20:30	20:32	6.23	24.6	208			NA	814
809	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D33-Icyl-B-1	Blastozooid	Anesthetized	6	11	0.3	9/11/2022	20	180	P1	20:30	20:32	6.24	24.5	208			NA	815
810	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	0	P2	NA	20:32	6.18	26.3	208	Control local seawater		NA	NA
811	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	30	P2	NA	20:32	6.21	26.1	208	Control local seawater		NA	NA
812	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	80	P2	NA	20:32	6.34	24.8	208	Control local seawater		NA	NA
813	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	123	P2	NA	20:32	6.35	24.7	208	Control local seawater		NA	NA
814	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	150	P2	NA	20:32	6.37	24.6	208	Control local seawater		NA	NA
815	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	180	P2	NA	20:32	6.39	24.5	208	Control local seawater		NA	NA
816	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	0	P3 control	NA	20:33	6.23	26.3	72	Control local seawater		NA	NA
817	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	30	P3 control	NA	20:33	6.24	26.1	72	Control local seawater		NA	NA
818	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	80	P3 control	NA	20:33	6.32	24.8	72	Control local seawater		NA	NA
819	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	123	P3 control	NA	20:33	6.38	24.7	72	Control local seawater		NA	NA
820	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	150	P3 control	NA	20:33	6.49	24.6	72	Control local seawater		NA	NA
821	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/11/2022	20	180	P3 control	NA	20:33	6.4	24.5	72	Control local seawater		NA	NA
