Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
1960	-16838.6	-16849.9	11.2931	0.1710562	0.133682	0.00822266	0.00279604	0.0817248	0.0718988	0.864807	0.00529045	0.0738833	0.0119471	0.0163797	0.0114194	0.0787711	0.0740004	0.164675	0.00406027	0.0192606	0.0178438	0.259119	0.052412	0.015672	0.0202056	0.00369031	0.06952	0.104203	0.0813182	0.0173885	0.0214311	0.311784	0.0362899	0.0321973	0.0509793	0.0204678	0.164162	0.0306738	0.0156203	0.0387133	0.00863011	0.00936039	0.0440472	0.0426582	0.0493861	0.0247357	0.0120536	0.0342558	0.191901	0.0165723	0.0404264	0.000305665	0.0538904	0.0147942	1.05761	0.0127217	0.0372273	0.0879924	0.01382	0.13322	0.0580917	0.0203036	0.0189616	0.109433	0.00626651	0.0215783	0.00357965	0.115489	0.013604	0.0849425	0.21113	0.0228566	0.853032	0.0536697	0.00610223	0.0746465	0.0121451	0.197165	0.0174264	0.0763151	0.00441634	0.0260401	0.0155805	0.0124251	0.0466419	0.0173653	0.0135837	0.238762	0.0344303	0.0122483	0.0118573	0.181714	0.0866352	0.100875	0.0184005	0.003462	0.0196551	0.0240393	0.00249169	0.042117	0.0281822	0.029447	0.0259871	0.283642	0.00882023	0.0146199	0.0290479	0.0534512	0.00363732	0.318401	1.67697	0.0273436	0.0795435	0.102658	0.0737089	0.0225434	0.0509375	0.0293415	0.0253004	0.0118951	0.133835	0.0041935	0.0241943	0.0180948	0.0203642	0.00589242	0.0292437	0.0164929	0.0231067	0.00696139	0.01207	0.00992164	0.0127935	0.0130343	0.143401	0.0356496	0.121045	0.0654279	0.0492893	0.13595	0.0360158	0.0834517	0.022556	0.00741533	0.00917888	0.252137	0.0601253	0.0948705	0.0167138	0.027965	0.0628231	0.0166169	0.00486769	0.0165214	0.0398861	0.0444376	0.0128565	0.105721	0.00948334	0.0341236	0.029253	0.0931964	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.07986237	0.27557	0.211793	0.267107	0.245531	2.000088	0.4641799	0.06209642	-3.474403	1.179268	1.390672
1970	-16879	-16816.4	-62.5891	0.1710562	0.126967	0.0124594	0.0042367	0.123834	0.108945	1.3104	0.00801636	0.111952	0.0181028	0.0248193	0.0173032	0.119358	0.112129	0.249524	0.00615233	0.0291847	0.0270378	0.392631	0.0794174	0.023747	0.0306166	0.00559174	0.10534	0.157893	0.123217	0.026348	0.0324735	0.472432	0.0549883	0.048787	0.0772465	0.0310139	0.248747	0.0464785	0.0236687	0.0586604	0.0130768	0.0141834	0.250671	0.0646379	0.0748323	0.0374809	0.0182643	0.0519061	0.290779	0.0251112	0.0612562	0.000463159	0.0816576	0.0224169	1.60255	0.047572	0.0564087	0.268269	0.0209407	0.201862	0.0880236	0.0307651	0.0287316	0.165818	0.00949534	0.0326966	0.00542407	0.174995	0.0206135	0.128709	0.319916	0.0346335	1.29256	0.0813231	0.00924642	0.113108	0.0184029	0.298755	0.0264053	0.115637	0.00669186	0.0394573	0.0236084	0.0188271	0.0706743	0.0263127	0.0205828	0.361784	0.0521706	0.0185593	0.0179667	0.275343	0.131274	0.15285	0.0278814	0.00524581	0.0297823	0.0364255	0.00377554	0.0638179	0.0427032	0.196719	0.039377	0.429788	0.0133649	0.0221529	0.0440148	0.080992	0.00551146	0.482458	2.54103	0.0414325	0.120528	0.155552	0.111688	0.0341589	0.0771832	0.0444597	0.0383365	0.0180241	0.202793	0.0063542	0.0366604	0.0274181	0.0308569	0.0089285	0.0443116	0.0249909	0.0350125	0.0105483	0.0182891	0.0150338	0.0193854	0.0197503	0.217289	0.054018	0.183414	0.0991397	0.0746857	0.205998	0.0545731	0.12645	0.034178	0.0112361	0.0139083	0.382052	0.0911049	0.143753	0.0253257	0.042374	0.589244	0.0251787	0.00737577	0.0250342	0.0604375	0.0673344	0.0194743	0.160194	0.00393693	0.102139	0.0382713	0.0613143	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.126529	0.27557	0.211793	0.267107	0.245531	1.999896	0.4641799	0.1050132	-3.030382	1.246364	1.553424
1980	-16861.8	-16817.6	-44.234	0.1710562	0.113547	0.0116109	0.00394819	0.115401	0.101526	1.22116	0.00747046	0.104328	0.0168701	0.0231292	0.0161249	0.11123	0.104493	0.232532	0.00573337	0.0271973	0.0251966	0.365894	0.0740092	0.0221299	0.0285316	0.00521095	0.0981668	0.147141	0.114827	0.0245537	0.0302621	0.44026	0.0512437	0.0454647	0.0719862	0.0289019	0.231808	0.0433134	0.0220569	0.0546657	0.0121863	0.0132175	0.233601	0.0602362	0.0697364	0.0349285	0.0170205	0.0483714	0.0233539	0.0234011	0.0570848	0.000431619	0.0760968	0.0208904	1.49342	0.0443325	0.0525674	0.250001	0.0195147	0.188115	0.0820293	0.02867	0.0267751	0.154526	0.00884872	0.03047	0.0050547	0.163078	0.0192098	0.0758406	0.29813	0.032275	1.20454	0.0757852	0.00861675	0.105406	0.0171497	0.278411	0.0246072	0.107762	0.00623616	0.0367703	0.0220008	0.017545	0.0658615	0.0245209	0.0191811	0.337148	0.0486179	0.0172955	0.0167432	0.256592	0.122335	0.142441	0.0259828	0.00488858	0.0277542	0.033945	0.00351843	0.059472	0.0397952	0.183323	0.0366955	0.400521	0.0124547	0.0206443	0.0410175	0.0754766	0.00513614	0.449603	2.36799	0.038611	0.0122698	0.144959	0.104082	0.0318328	0.0719271	0.0414321	0.0357259	0.0167967	0.188984	0.0059215	0.0341639	0.025551	0.0287556	0.00832048	0.0412941	0.0232891	0.0326282	0.00982995	0.0170437	0.01401	0.0180653	0.0184053	0.202492	0.0503395	0.170924	0.0923885	0.0695998	0.19197	0.0508567	0.117839	0.0318505	0.0104709	0.0129612	0.356035	0.0849008	0.133963	0.0236012	0.0394884	0.549118	0.0234641	0.0068735	0.0233294	0.0563218	0.0627492	0.0182577	0.149285	0.012128	0.0266299	0.0238364	0.0678415	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.115016	0.27557	0.211793	0.267107	0.245531	1.999962	0.4641799	0.08733068	-3.174491	1.213621	1.472875
1990	-16900	-16818	-82.0484	0.1710562	0.116471	0.0142843	0.00485725	0.141972	0.124902	1.50233	0.00919052	0.128349	0.0207544	0.0284546	0.0198376	0.13684	0.128553	0.286071	0.00705346	0.0334594	0.030998	0.45014	0.0910496	0.0272253	0.035101	0.00641076	0.12077	0.18102	0.141265	0.0302071	0.0372299	0.541629	0.0630424	0.0559328	0.0885608	0.0355565	0.285181	0.0532862	0.0271355	0.0672524	0.0149921	0.0162608	0.287387	0.0741054	0.085793	0.0429707	0.0209395	0.0595088	0.0287311	0.0287892	0.0702284	0.000530998	0.0936179	0.0257003	1.83727	0.0545399	0.0646709	0.307563	0.0240079	0.231428	0.100916	0.0352712	0.03294	0.190106	0.0108861	0.0374857	0.00621853	0.200626	0.0236328	0.0933027	0.366774	0.0397062	1.48188	0.0932345	0.0955907	0.129675	0.0210984	0.342514	0.0302729	0.132574	0.00767202	0.0452366	0.0270664	0.0215847	0.0810259	0.0301668	0.0235975	0.414775	0.059812	0.0212777	0.0205983	0.315672	0.150502	0.175238	0.0319652	0.00601416	0.0341446	0.0417608	0.00432854	0.0731653	0.0489579	0.225533	0.0451445	0.49274	0.0153224	0.0253976	0.0504617	0.0928549	0.00345629	0.553123	2.91322	0.0475011	0.0150949	0.178336	0.128046	0.0391622	0.0884882	0.0509718	0.0439516	0.0206641	0.232497	0.00728491	0.0420301	0.031434	0.0353765	0.0102363	0.0508019	0.0286513	0.0401408	0.0120933	0.020968	0.0172358	0.0222248	0.0226431	0.249115	0.0619301	0.210279	0.113661	0.085625	0.23617	0.0625664	0.144971	0.039184	0.0128818	0.0159455	0.438011	0.104449	0.164808	0.0290351	0.0485805	0.675551	0.0288667	0.0084561	0.0287009	0.0692898	0.077197	0.0225145	0.183657	0.00296328	0.401469	0.0315961	0.053711	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1439554	0.27557	0.211793	0.267107	0.245531	2.000291	0.4641799	0.1210619	-2.873181	1.234283	1.523454
2000	-16962.1	-16816.6	-145.553	0.1710562	0.108357	0.0214129	0.00728126	0.212822	0.187234	2.25207	0.013777	0.192402	0.0311118	0.0426549	0.0297376	0.205131	0.192707	0.428835	0.0683799	0.0501573	0.0464676	0.674782	0.136488	0.040812	0.0526181	0.00961005	0.18104	0.271358	0.211764	0.045282	0.0558095	0.811929	0.0945038	0.0838461	0.132757	0.053301	0.201648	0.0798787	0.0406774	0.100815	0.022474	0.02271	0.430807	0.111088	0.128608	0.0644152	0.0313893	0.0892066	0.0430693	0.0431564	0.105276	0.000795993	0.140338	0.893479	2.75416	0.010591	0.0969449	0.461052	0.0359891	0.346923	0.151279	0.0528733	0.0493787	0.284978	0.0163188	0.0561929	0.00932189	0.300749	0.0354267	0.139865	0.549812	0.0595216	2.22141	0.139763	0.143295	0.19439	0.0316275	0.513446	0.0453806	0.198735	0.0115007	0.067812	0.0405739	0.0323565	0.121462	0.0452215	0.0353739	0.621768	0.0896613	0.0318964	0.0308779	0.473208	0.22561	0.262691	0.0479175	0.00901553	0.0511844	0.186436	0.0064887	0.109678	0.0733904	0.338085	0.0676739	0.738641	0.0229691	0.0380723	0.0756446	0.139194	0.00518116	0.82916	4.36706	0.0712066	0.022628	0.267334	0.191948	0.0587061	0.132648	0.0764092	0.0658857	0.0309765	0.348524	0.0109204	0.0630052	0.0471212	0.0530312	0.0153447	0.0761546	0.0429498	0.0601731	0.0181284	0.031432	0.0258373	0.0333161	0.0339431	0.373436	0.0928363	0.315218	0.170383	0.128356	0.354031	0.0937901	0.21732	0.0587388	0.0193105	0.023903	0.6566	0.156574	0.247056	0.0435253	0.0728247	1.01268	0.0432726	0.0126761	0.0430241	0.103869	0.115723	0.0343551	0.275312	0.0236538	0.0347319	0.0403246	0.0742305	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2164993	0.27557	0.211793	0.267107	0.245531	2.000675	0.4641799	0.1993304	-2.505513	1.336205	1.785443
2010	-16882.2	-16818.9	-63.2831	0.1710562	0.078485	0.012152	0.00413219	0.120779	0.106257	1.27807	0.00781861	0.10919	0.0176563	0.0242071	0.0168764	0.116414	0.109363	0.243368	0.0388063	0.0284648	0.0263708	0.382945	0.0774583	0.0231612	0.0298613	0.0054538	0.102742	0.153998	0.120178	0.025698	0.0316724	0.460778	0.0536318	0.00643844	0.075341	0.0302488	0.114437	0.0453319	0.0230848	0.0572133	0.0127542	0.0128881	0.244487	0.0630433	0.0729863	0.0365563	0.0178137	0.0506256	0.0244422	0.0244917	0.0597451	0.000451734	0.0796432	0.507058	1.56301	0.0060105	0.0550172	0.175689	0.0204242	0.196882	0.0858522	0.0300061	0.0280229	0.161728	0.0092611	0.03189	0.00529026	0.170678	0.020105	0.079375	0.312024	0.0337791	1.26067	0.079317	0.0813215	0.110318	0.0179489	0.291385	0.0257539	0.112784	0.00652678	0.0384839	0.0230261	0.0183626	0.0689308	0.0256636	0.020075	0.236961	0.0508836	0.0181015	0.0175235	0.26855	0.128036	0.14908	0.0271936	0.0051164	0.0290477	0.105805	0.0036824	0.0622436	0.0416498	0.191866	0.0384056	0.419186	0.0130352	0.0216064	0.0429291	0.078994	0.00294036	0.470556	2.47835	0.0404104	0.0128416	0.151715	0.108932	0.0333163	0.0752792	0.043363	0.919168	0.0175795	0.197791	0.00619746	0.0357561	0.0267417	0.375968	0.00870824	0.0432185	0.0243744	0.0341488	0.0102881	0.017838	0.0146629	0.0189072	0.0192631	0.211929	0.0526855	0.178889	0.0966941	0.0728433	0.200916	0.0532268	0.123331	0.0333348	0.0109589	0.0135652	0.372627	0.0888575	0.140207	0.0247011	0.0413287	0.574708	0.0245576	0.00719382	0.0244166	0.0589466	0.0656737	0.0193141	0.156242	0.00867433	0.0102682	0.0303329	0.0540711	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1292367	0.27557	0.211793	0.267107	0.245531	1.99959	0.4641799	0.124456	-2.9462	1.313314	1.724794
2020	-16843	-16819.7	-23.274	0.1710562	0.115279	0.00917216	0.00311891	0.0911619	0.0802013	0.96467	0.00590136	0.0824149	0.0133267	0.0182711	0.012738	0.0878671	0.0825456	0.18369	0.0292903	0.0214847	0.0199043	0.289041	0.0584642	0.0174817	0.0225388	0.00411644	0.0775478	0.116235	0.0907083	0.0193964	0.0239058	0.347787	0.0404804	0.00485963	0.0568661	0.0228313	0.0863754	0.0717892	0.0174241	0.0431837	0.00962666	0.00972777	0.184535	0.0475841	0.0550889	0.0275921	0.0134455	0.0382114	0.0184486	0.0184859	0.0450946	0.000340961	0.0601134	0.382719	1.17974	0.00453663	0.0415261	0.132608	0.0154158	0.148603	0.0647998	0.0226481	0.0211512	0.122069	0.00699013	0.0240701	0.00399301	0.128825	0.0151749	0.059911	0.23551	0.0254959	0.951535	0.0598672	0.0613801	0.0832663	0.0135475	0.219933	0.0194387	0.0851276	0.00492631	0.0290471	0.0173797	0.0138598	0.0520279	0.0193705	0.0151523	0.178854	0.0384061	0.0136627	0.0132265	0.202697	0.0966393	0.112523	0.0205253	0.00386178	0.00730436	0.0798595	0.00277942	0.0469805	0.0314366	0.144818	0.0289879	0.316395	0.00983874	0.0163081	0.0324022	0.0596234	0.00221933	0.355168	1.87062	0.0305011	0.00969263	0.114512	0.0822204	0.0251466	0.0568195	0.0327297	0.0341177	0.0132687	0.149289	0.00467774	0.0269881	0.0201842	0.283775	0.00657284	0.0326206	0.0183974	0.025775	0.00776525	0.0134638	0.0110673	0.0142709	0.0145394	0.15996	0.0397662	0.135023	0.0729831	0.054981	0.151648	0.0401747	0.0930882	0.228022	0.0082716	0.0102388	0.281253	0.0670682	0.105826	0.0186439	0.0311942	0.433781	0.0185357	0.00542978	0.0184292	0.044492	0.0495696	0.0147515	0.117929	0.00755624	0.0414078	0.0336139	0.0847567	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.0957211	0.27557	0.211793	0.267107	0.245531	2.001336	0.4641799	0.1245633	-3.180079	1.481309	2.194275
2030	-16852.6	-16826.9	-25.6737	0.1710562	0.120503	0.00964935	0.00328117	0.0959047	0.0843738	1.01486	0.00620838	0.0867026	0.01402	0.0192217	0.0134007	0.0924384	0.08684	0.193247	0.0308142	0.0226025	0.0209398	0.0248656	0.0615059	0.0183912	0.0237114	0.0043306	0.0815823	0.122283	0.0954275	0.0204055	0.0251495	0.365881	0.0425864	0.00511246	0.0598246	0.0240192	0.0908691	0.0755241	0.0183306	0.0454304	0.0101275	0.0102339	0.194135	0.0500597	0.0579549	0.0290276	0.0305515	0.0401994	0.00612598	0.0194477	0.0474407	0.0003587	0.0632408	0.40263	1.24111	0.00477265	0.0436865	0.139507	0.0162178	0.156334	0.0681711	0.0238264	0.0222516	0.12842	0.00735379	0.0253223	0.00420074	0.135527	0.0159644	0.0630279	0.247763	0.0268224	1.00104	0.0629818	0.0645735	0.0875983	0.0142524	0.231375	0.02045	0.0895564	0.00518261	0.0305583	0.0182839	0.0145809	0.0547347	0.0203783	0.0159406	0.188159	0.0404043	0.0143735	0.0139146	0.213243	0.101667	0.118377	0.0215932	0.00406269	0.00768437	0.0840143	0.00292402	0.0494247	0.0330721	0.00304566	0.030496	0.332856	0.0103506	0.0171566	0.0340879	0.0627254	0.0023348	0.373646	1.96794	0.032088	0.0101969	0.120469	0.086498	0.0264549	0.0597756	0.0344325	0.0358927	0.013959	0.157056	0.0049211	0.0283922	0.0212343	0.298538	0.0069148	0.0228799	0.0193545	0.0271159	0.00816925	0.0141643	0.0116431	0.0150133	0.0152959	0.142986	0.041835	0.859312	0.0767801	0.0578414	0.159538	0.0422649	0.0979312	0.239885	0.00870194	0.0107715	0.295885	0.0705575	0.111331	0.0196139	0.0328171	0.456348	0.0195	0.00571227	0.019388	0.0468067	0.0521487	0.0153615	0.124064	0.00917719	0.0312562	0.027811	0.0550307	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.101976	0.27557	0.211793	0.267107	0.245531	1.999761	0.4641799	0.09801734	-3.400483	1.468245	2.155745
2040	-16887	-16812.5	-74.4314	0.1710562	0.104887	0.0132182	0.00449473	0.131375	0.11558	1.39021	0.0695613	0.11877	0.0192053	0.0263309	0.018357	0.126627	0.118958	0.26472	0.042211	0.0309621	0.0286845	0.0340622	0.0842541	0.0251933	0.0324812	0.00593229	0.111756	0.16751	0.130722	0.0279526	0.0344512	0.501204	0.0583373	0.00700332	0.0819511	0.0329028	0.124478	0.103457	0.0595929	0.062233	0.0138732	0.0140189	0.265937	0.0685745	0.0278919	0.0397636	0.0418511	0.0550673	0.00839171	0.0266405	0.0649869	0.000491367	0.0866307	0.551545	1.70015	0.00653784	0.0598442	0.0533107	0.0222161	0.214156	0.0933845	0.0326387	0.0304815	0.175917	0.0100736	0.0346879	0.00575441	0.185653	0.0218689	0.0863391	0.339399	0.0367427	1.37128	0.0862759	0.0884563	0.119997	0.0195237	0.31695	0.0280135	0.122679	0.00709942	0.0418604	0.0250463	0.0199737	0.0749785	0.0279153	0.0218363	0.257751	0.055348	0.0196896	0.019061	0.292112	0.0150726	0.162159	0.0295795	0.00556529	0.0105265	0.115087	0.00400548	0.0677046	0.0453039	0.00417211	0.0417752	0.455964	0.0141788	0.023502	0.0466955	0.0859246	0.00319833	0.511841	2.69579	0.0439559	0.0139683	0.165026	0.11849	0.0362393	0.0818838	0.0471675	0.0491678	0.0191218	0.215144	0.00674119	0.0388932	0.029088	0.408954	0.00947227	0.0313422	0.0265129	0.0371449	0.0111907	0.019403	0.0159494	0.0205661	0.0209531	0.19587	0.0573079	1.17713	0.105178	0.0792343	0.218544	0.0578967	0.134151	0.328608	0.0119204	0.0147554	0.40532	0.0966535	0.152508	0.0268682	0.0449547	0.625131	0.0267122	0.00782498	0.0265588	0.0641184	0.0714358	0.0210968	0.16995	0.0113905	0.699975	0.0376611	0.00989018	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1416668	0.27557	0.211793	0.267107	0.245531	1.999216	0.4641799	0.1396333	-3.005794	1.44018	2.074118
2050	-16885.9	-16821.7	-64.2111	0.1710562	0.0958112	0.0125354	0.00426255	0.124589	0.109609	1.31839	0.065968	0.112635	0.0182133	0.0249708	0.0174088	0.120086	0.112813	0.251046	0.0400305	0.0293628	0.0272027	0.0323027	0.0799019	0.0238919	0.0308033	0.00562585	0.105983	0.158857	0.123969	0.0265087	0.0326716	0.475314	0.0553238	0.00664156	0.0777178	0.0312031	0.118047	0.0981128	0.0565145	0.00352218	0.0131566	0.0132947	0.2522	0.00217765	0.0264511	0.0377095	0.0396893	0.0522228	0.00795823	0.0252644	0.0616299	0.000465985	0.0821557	0.523054	1.61232	0.00620012	0.0567528	0.0505569	0.0210685	0.203093	0.0286392	0.0309528	0.0289069	0.16683	0.00955326	0.0328961	0.00545716	0.176062	0.0207393	0.0818791	0.321867	0.0348447	1.30044	0.0818193	0.083887	0.113798	0.0185152	0.300578	0.0265664	0.116342	0.00673269	0.039698	0.0237525	0.0189419	0.0711054	0.0264733	0.0207083	0.244437	0.0524889	0.0186725	0.0180764	0.277022	0.014294	0.153783	0.0280515	0.00527781	0.00998272	0.109142	0.00379857	0.0642072	0.0429637	0.0039566	0.0396172	0.43241	0.0134464	0.022288	0.0442834	0.0814861	0.00303312	0.485401	2.55653	0.0416853	0.0132467	0.156501	0.112369	0.0343673	0.077654	0.044731	0.046628	0.018134	0.204031	0.00639297	0.0368841	0.0275854	0.387829	0.00898297	0.0297232	0.0251434	0.0352261	0.0106126	0.0184007	0.0151255	0.0195037	0.0198708	0.185753	0.0543476	1.11633	0.0997445	0.0751414	0.207255	0.054906	0.127222	0.311633	0.0113046	0.0139932	0.384382	0.0916607	0.14463	0.0254806	0.0426325	0.592839	0.0253323	0.00742077	0.0251869	0.0608062	0.0677459	0.0197599	0.161171	0.0295898	0.527837	0.0290795	0.0399822	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1326058	0.27557	0.211793	0.267107	0.245531	2.000952	0.4641799	0.1001388	-3.089771	1.255844	1.577145
2060	-16882.3	-16816.4	-65.8805	0.1710562	0.12733	0.0123311	0.00419306	0.122558	0.107823	1.2969	0.0648926	0.110799	0.0179164	0.0245637	0.017125	0.118129	0.110974	0.246953	0.0393779	0.0288841	0.0267593	0.0317761	0.0785993	0.0235024	0.0303012	0.00553414	0.104255	0.156267	0.121948	0.0260766	0.032139	0.467566	0.0544219	0.00653329	0.0764508	0.0306945	0.116123	0.0965134	0.0555932	0.00346476	0.0129421	0.013078	0.248089	0.00214215	0.0260199	0.0370948	0.135457	0.0513714	0.00782849	0.0248525	0.0606252	0.000458389	0.0808164	0.514528	1.58604	0.0314321	0.0558277	0.0497327	0.020725	0.199782	0.0281723	0.0304482	0.0284357	0.16411	0.00939753	0.0323598	0.0053682	0.173192	0.0204012	0.0805443	0.31662	0.0342767	1.27924	0.0804855	0.0825195	0.111943	0.0182133	0.295678	0.0261333	0.114446	0.00662293	0.0390509	0.0233653	0.0186332	0.0699463	0.0260417	0.0203708	0.240452	0.0516332	0.0183682	0.0177817	0.272507	0.014061	0.151276	0.0275942	0.116274	0.00981998	0.107363	0.00373665	0.0631605	0.0422633	0.0038921	0.0389714	0.425361	0.0132272	0.0219247	0.0273762	0.0801577	0.00298367	0.477488	2.51486	0.0410057	0.0130308	0.15395	0.110537	0.0338071	0.0763881	0.0440018	0.0458679	0.0178384	0.200705	0.00628875	0.0362828	0.995343	0.381507	0.00883653	0.0292386	0.0247335	0.0346519	0.0104396	0.0181008	0.0148789	0.0191857	0.0195468	0.182724	0.0534616	1.09813	0.0169115	0.0739164	0.203876	0.0540109	0.125148	0.306553	0.0111203	0.013765	0.378116	0.0901665	0.309812	0.0250652	0.0419375	0.583175	0.0249194	0.0072998	0.0247763	0.059815	0.0666417	0.0197964	0.158544	0.007766	0.0185765	0.0265574	0.0746034	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1356077	0.27557	0.211793	0.267107	0.245531	2.000329	0.4641799	0.1366323	-3.054155	1.458556	2.127385
2070	-16889.4	-16811.7	-77.7744	0.1710562	0.118503	0.0125706	0.00427452	0.124939	0.109917	1.3221	0.0661533	0.112951	0.0182644	0.0250409	0.0174577	0.120423	0.11313	0.251751	0.0401429	0.0294452	0.0272791	0.0323934	0.0801262	0.023959	0.222807	0.00564165	0.0266352	0.159303	0.124317	0.0265831	0.0327633	0.476649	0.0554791	0.00666021	0.077936	0.0312907	0.118379	0.0983883	0.0566732	0.00353207	0.0131935	0.0133321	0.252908	0.00218376	0.0265254	0.0378154	0.138088	0.0523694	0.00798057	0.0253353	0.061803	0.000467293	0.0823864	0.524523	1.61685	0.0320427	0.0569122	0.0506989	0.0211277	0.203663	0.0287196	0.0310397	0.0289881	0.167298	0.00958009	0.0329884	0.00547248	0.176557	0.0207975	0.082109	0.322771	0.0349426	1.3041	0.082049	0.0841225	0.114118	0.0185671	0.301422	0.026641	0.116669	0.00675159	0.0398095	0.0238192	0.0189951	0.0713051	0.0265476	0.0207665	0.245123	0.0526363	0.018725	0.0181271	0.2778	0.0143342	0.154215	0.0281303	0.118533	0.0100108	0.109449	0.00380924	0.0643875	0.0430844	0.00396771	0.0397285	0.433625	0.0134842	0.0223506	0.0279081	0.0817149	0.00304163	0.486764	2.56371	0.0418023	0.0132839	0.156941	0.112684	0.0344638	0.0778721	0.0448566	0.0467589	0.0337159	0.204604	0.00641092	0.0369877	1.01468	0.388918	0.00900819	0.31569	0.025214	0.035325	0.0106424	0.0184524	0.015168	0.0195585	0.0199266	0.186274	0.0545002	1.11946	0.01724	0.0753524	0.207837	0.0550602	0.127579	0.312508	0.0113364	0.0140324	0.385462	0.0919181	0.31583	0.0255521	0.0427522	0.594504	0.0254035	0.00744161	0.0252576	0.146577	0.0679365	0.0205026	0.161624	0.00288454	0.233106	0.0389567	0.0565929	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.1426083	0.27557	0.211793	0.267107	0.245531	2.000719	0.4641799	0.1499799	-2.907687	1.421572	2.020866
